check_id,优先主题,文档名称,文档类型,颗粒度,sku_id,品牌,类目,区域,真实来源,owner,格式,关键字段,风险级别,状态,刷新频率,上线边界,source_type,collection_status,doc_type,locale,source_of_truth_tier_target
CHK0276,带出国使用,Blueair_BLUE-TAP-US-2027_带出国使用卡,带出国使用卡,SKU,SKU-BLUE-TAP-US,Blueair,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0277,带出国使用,Blueair_BLUE-HEP-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-BLUE-HEP-EU,Blueair,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0278,带出国使用,Blueair_BLUE-HMP-UK-2029_带出国使用卡,带出国使用卡,SKU,SKU-BLUE-HMP-UK,Blueair,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0279,带出国使用,Stadler Form_STAD-TAP-EU-2027_带出国使用卡,带出国使用卡,SKU,SKU-STAD-TAP-EU,Stadler Form,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0280,带出国使用,Stadler Form_STAD-HEP-UK-2028_带出国使用卡,带出国使用卡,SKU,SKU-STAD-HEP-UK,Stadler Form,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0281,带出国使用,Stadler Form_STAD-HMP-EU-2029_带出国使用卡,带出国使用卡,SKU,SKU-STAD-HMP-EU,Stadler Form,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0282,带出国使用,Dualit_DUAL-KTL-UK-2027_带出国使用卡,带出国使用卡,SKU,SKU-DUAL-KTL-UK,Dualit,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0283,带出国使用,Dualit_DUAL-MIX-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-DUAL-MIX-EU,Dualit,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0284,带出国使用,Dualit_DUAL-PRC-US-2029_带出国使用卡,带出国使用卡,SKU,SKU-DUAL-PRC-US,Dualit,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0285,带出国使用,Kenwood_KENW-KTL-UK-2027_带出国使用卡,带出国使用卡,SKU,SKU-KENW-KTL-UK,Kenwood,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0286,带出国使用,Kenwood_KENW-MIX-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-KENW-MIX-EU,Kenwood,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0287,带出国使用,Kenwood_KENW-PRC-AE-2029_带出国使用卡,带出国使用卡,SKU,SKU-KENW-PRC-AE,Kenwood,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
